,Society,Location,Rent,Carpet Area,Rate,BHK,Bath,Furnished,Power Back Up,Lift,Swimming Pool,Gym,Loc
0,OTHER,AGARI PADA,526110.0,2769.0,190.0,3.0,4.0,1.0,0,0,0,0,OTHER AGARI PADA
1,ACROPOLIS PATROPOLIS AND HELIOPOLIS,AZAD NAGAR,499500.0,2700.0,185.0,4.0,4.0,0.0,0,0,0,0,ACROPOLIS PATROPOLIS AND HELIOPOLIS AZAD NAGAR
2,OBEROI ESQUIRE,GOREGAON EAST,300762.0,2046.0,147.0,4.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
3,OTHER,BEST NAGAR GOREGAON WEST,200000.0,2000.0,100.0,4.0,4.0,0.0,0,0,0,0,OTHER BEST NAGAR GOREGAON WEST
4,OBEROI ESQUIRE,GOREGAON EAST,199848.0,1514.0,132.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
5,OBEROI ESQUIRE,GOREGAON EAST,189250.0,1514.0,125.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
6,DB WOODS,GOKULDHAM,190400.0,1700.0,112.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
7,OBEROI WOODS,GOREGAON EAST,180000.0,1800.0,100.0,6.0,4.0,0.0,1,1,1,1,OBEROI WOODS GOREGAON EAST
8,DB WOODS,GOREGAON EAST,180000.0,1800.0,100.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
9,OBEROI ESQUIRE,GOREGAON EAST,174400.0,1600.0,109.0,3.0,3.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
10,OBEROI ESQUIRE,GOREGAON EAST,175560.0,1330.0,132.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
11,OBEROI ESQUIRE,GOREGAON EAST,175560.0,1330.0,132.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
12,OBEROI ESQUIRE,GOREGAON EAST,175560.0,1330.0,132.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
13,OBEROI ESQUIRE,GOREGAON EAST,175560.0,1330.0,132.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
14,OBEROI ESQUIRE,GOREGAON EAST,175560.0,1330.0,132.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
15,OBEROI ESQUIRE,GOREGAON EAST,174976.0,1367.0,128.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
16,OBEROI ESQUIRE,GOREGAON EAST,175560.0,1330.0,132.0,3.0,4.0,1.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
17,DB WOODS,GOKULDHAM,175570.0,1810.0,97.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
18,OBEROI ESQUIRE,GOREGAON EAST,174505.0,2053.0,85.0,4.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
19,DB WOODS,GOREGAON EAST,175000.0,1400.0,125.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
20,DB WOODS,GOKULDHAM,175100.0,1700.0,103.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
21,OBEROI ESQUIRE,GOREGAON EAST,174800.0,1150.0,152.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
22,OBEROI ESQUIRE,GOREGAON EAST,173650.0,1150.0,151.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
23,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,164000.0,2050.0,80.0,5.0,5.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
25,OBEROI ESQUIRE,GOREGAON EAST,165060.0,1310.0,126.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
26,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,160000.0,2000.0,80.0,4.0,5.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
27,OBEROI ESQUIRE,GOREGAON EAST,159600.0,1330.0,120.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
28,OBEROI ESQUIRE,AAREY MILK COLONY,159600.0,1330.0,120.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
29,OTHER,FILM CITY,160325.0,1325.0,121.0,3.0,3.0,0.0,0,0,0,0,OTHER FILM CITY
30,RAHEJA RIDGEWOOD,GOREGAON EAST,160590.0,1590.0,101.0,4.0,5.0,1.0,0,0,1,1,RAHEJA RIDGEWOOD GOREGAON EAST
31,OBEROI ESQUIRE,GOREGAON EAST,159600.0,1400.0,114.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
32,DB WOODS,GOKULDHAM,159800.0,1700.0,94.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
33,DB WOODS,GOKULDHAM,160320.0,1670.0,96.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
34,DB WOODS,GOKULDHAM,160200.0,1800.0,89.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
35,OTHER,YESHODHAM,159988.0,1081.0,148.0,3.0,3.0,0.0,0,0,0,0,OTHER YESHODHAM
36,OBEROI ESQUIRE,YASHODHAM,155610.0,1330.0,117.0,3.0,3.0,0.5,1,1,1,1,OBEROI ESQUIRE YASHODHAM
37,OBEROI ESQUIRE,GOREGAON EAST,155610.0,1330.0,117.0,3.0,3.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
38,OBEROI ESQUIRE,SAI BABA COMPLEX,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE SAI BABA COMPLEX
39,OBEROI ESQUIRE,AAREY MILK COLONY,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
40,OTHER,BEST NAGAR GOREGAON WEST,150000.0,2000.0,75.0,4.0,3.0,0.0,0,0,0,0,OTHER BEST NAGAR GOREGAON WEST
41,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
42,OBEROI ESQUIRE,YESHODHAM,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE YESHODHAM
43,DB WOODS,GOREGAON EAST,149400.0,1800.0,83.0,4.0,4.0,0.5,0,1,1,1,DB WOODS GOREGAON EAST
44,DB WOODS,FILM CITY ROAD,150500.0,1750.0,86.0,4.0,4.0,0.0,0,1,1,1,DB WOODS FILM CITY ROAD
45,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
46,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
47,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
48,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
49,DB WOODS,GOREGAON EAST,149400.0,1800.0,83.0,4.0,4.0,0.5,0,1,1,1,DB WOODS GOREGAON EAST
50,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
51,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,3.0,1.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
52,OBEROI ESQUIRE,GOREGAON EAST,150450.0,1475.0,102.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
53,OBEROI ESQUIRE,GOREGAON EAST,149886.0,1514.0,99.0,3.0,3.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
54,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
55,IMPERIAL HEIGHTS PHASE,GOREGAON WEST,150100.0,1900.0,79.0,5.0,5.0,0.0,0,0,0,0,IMPERIAL HEIGHTS PHASE GOREGAON WEST
56,JP DECKS BLUE,GOREGAON EAST,150144.0,1564.0,96.0,4.0,4.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
57,DB WOODS,GOREGAON EAST,149240.0,1820.0,82.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
58,OBEROI ESQUIRE,YASHODHAM,147630.0,1330.0,111.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE YASHODHAM
59,OBEROI ESQUIRE,GOREGAON EAST,147630.0,1330.0,111.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
60,OBEROI ESQUIRE,GOREGAON EAST,147630.0,1330.0,111.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
61,OBEROI ESQUIRE,GOREGAON EAST,146300.0,1330.0,110.0,3.0,3.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
62,DB WOODS,GOKULDHAM,144976.0,1768.0,82.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
63,OTHER,YASHODHAM,145200.0,1200.0,121.0,3.0,3.0,0.0,0,0,0,0,OTHER YASHODHAM
64,OBEROI ESQUIRE,GOREGAON EAST,144970.0,1330.0,109.0,3.0,2.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
65,OTHER,GOREGAON EAST,145340.0,1690.0,86.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON EAST
66,DB WOODS,GOREGAON EAST,140280.0,1670.0,84.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
67,DB WOODS,GOKULDHAM,139400.0,1700.0,82.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
68,DB WOODS,GOKULDHAM,139400.0,1700.0,82.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
69,OBEROI ESQUIRE,GOREGAON EAST,139650.0,1330.0,105.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
70,OTHER,GOREGAON EAST,139434.0,1367.0,102.0,3.0,3.0,0.5,0,0,0,0,OTHER GOREGAON EAST
71,OTHER,FILM CITY ROAD,139650.0,1330.0,105.0,3.0,4.0,0.0,0,0,0,0,OTHER FILM CITY ROAD
72,OBEROI ESQUIRE,GOREGAON EAST,136990.0,1330.0,103.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
73,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,134900.0,1900.0,71.0,5.0,5.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
74,JP DECKS BLUE,GOKULDHAM,134160.0,2580.0,52.0,4.0,4.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
75,JP DECKS BLUE,GOKULDHAM,134300.0,1700.0,79.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
76,DB WOODS,GOREGAON EAST,130200.0,1400.0,93.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
77,DB WOODS,GOKULDHAM,129200.0,1700.0,76.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
78,DB WOODS,GOKULDHAM,130832.0,1768.0,74.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
79,SADGURU POONAM HEIGHTS,MAHESH NAGAR,130290.0,1515.0,86.0,3.0,2.0,0.0,1,1,1,1,SADGURU POONAM HEIGHTS MAHESH NAGAR
80,OBEROI ESQUIRE,GOREGAON EAST,129865.0,1367.0,95.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
81,DB WOODS,GOKULDHAM,129600.0,1800.0,72.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
82,DB WOODS,GOKULDHAM,130385.0,1465.0,89.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
83,JP DECKS BLUE,GOKULDHAM,129200.0,1700.0,76.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
84,JP DECKS BLUE,GOKULDHAM,129200.0,1700.0,76.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
85,OTHER,GOREGAON EAST,130560.0,1360.0,96.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON EAST
86,OTHER,MAHESH NAGAR,125000.0,1250.0,100.0,3.0,3.0,1.0,0,0,0,0,OTHER MAHESH NAGAR
87,WADHWA IMPERIAL ALTITUDE,BEST NAGAR GOREGAON WEST,125800.0,1850.0,68.0,4.0,4.0,0.5,1,0,1,0,WADHWA IMPERIAL ALTITUDE BEST NAGAR GOREGAON WEST
88,LODHA FIORENZA,GOREGAON EAST,124671.0,1433.0,87.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
89,LODHA FIORENZA,GOREGAON EAST,124671.0,1433.0,87.0,3.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
90,RAHEJA RIDGEWOOD,GOREGAON EAST,125280.0,1440.0,87.0,4.0,4.0,0.0,0,0,1,1,RAHEJA RIDGEWOOD GOREGAON EAST
91,JP DECKS BLUE,GOKULDHAM,125800.0,1700.0,74.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
92,JP DECKS BLUE,GOKULDHAM,125800.0,1700.0,74.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
93,JP DECKS BLUE,GOKULDHAM,123840.0,2580.0,48.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
94,LODHA FIORENZA,GOREGAON EAST,124488.0,1092.0,114.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
95,DB WOODS,FILM CITY ROAD,125528.0,1768.0,71.0,4.0,4.0,0.0,0,1,1,1,DB WOODS FILM CITY ROAD
96,DB WOODS,GOKULDHAM,125300.0,1253.0,100.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
97,LODHA FIORENZA,GOREGAON EAST,120372.0,1433.0,84.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
98,LODHA FIORENZA,GOREGAON EAST,120372.0,1433.0,84.0,4.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
99,LODHA FIORENZA,GOREGAON EAST,120000.0,1500.0,80.0,4.0,4.0,0.5,1,1,1,1,LODHA FIORENZA GOREGAON EAST
100,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,120320.0,1504.0,80.0,4.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
101,SHREE SHAKUN HEIGHTS,GOREGAON EAST,119600.0,2600.0,46.0,3.0,3.0,0.0,0,1,1,1,SHREE SHAKUN HEIGHTS GOREGAON EAST
102,LODHA FIORENZA,GOREGAON EAST,120120.0,1092.0,110.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
103,DB WOODS,FILM CITY ROAD,120600.0,1800.0,67.0,4.0,4.0,0.0,0,1,1,1,DB WOODS FILM CITY ROAD
104,DB WOODS,GOKULDHAM,117562.0,1367.0,86.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
105,LODHA FIORENZA,GOREGAON EAST,115600.0,1360.0,85.0,4.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
106,DB WOODS,GOKULDHAM,115600.0,1700.0,68.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
107,DB WOODS,GOKULDHAM,115460.0,1255.0,92.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
108,DB WOODS,GOKULDHAM,115460.0,1255.0,92.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
109,DB WOODS,GOKULDHAM,115460.0,1255.0,92.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
110,LODHA FIORENZA,GOREGAON EAST,114586.0,1081.0,106.0,3.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
111,OBEROI EXQUISITE,GOREGAON EAST,114586.0,1081.0,106.0,3.0,3.0,0.0,1,1,1,1,OBEROI EXQUISITE GOREGAON EAST
112,DB WOODS,GOKULDHAM,110440.0,1255.0,88.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
113,KRISHNA KUNJ,GOREGAON EAST,110500.0,1700.0,65.0,4.0,4.0,1.0,0,0,0,0,KRISHNA KUNJ GOREGAON EAST
114,LODHA FIORENZA,GOREGAON EAST,110240.0,1040.0,106.0,3.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
115,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,109980.0,1410.0,78.0,4.0,4.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
116,DB WOODS,GOREGAON EAST,109725.0,1995.0,55.0,3.0,3.0,0.5,0,1,1,1,DB WOODS GOREGAON EAST
117,DB WOODS,GOKULDHAM,110440.0,1255.0,88.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
118,LODHA FIORENZA,GOREGAON EAST,110416.0,1072.0,103.0,3.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
119,LODHA FIORENZA,GOREGAON EAST,110416.0,1072.0,103.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
120,LODHA FIORENZA,GOREGAON EAST,110416.0,1072.0,103.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
121,LODHA FIORENZA,GOREGAON EAST,110416.0,1072.0,103.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
122,IMPERIAL HEIGHTS PHASE,GOREGAON WEST,109902.0,1409.0,78.0,4.0,4.0,0.0,0,0,0,0,IMPERIAL HEIGHTS PHASE GOREGAON WEST
123,IMPERIAL HEIGHTS PHASE,GOREGAON WEST,109902.0,1409.0,78.0,4.0,4.0,0.0,0,0,0,0,IMPERIAL HEIGHTS PHASE GOREGAON WEST
124,IMPERIAL HEIGHTS PHASE,GOREGAON WEST,109646.0,1502.0,73.0,4.0,4.0,0.0,0,0,0,0,IMPERIAL HEIGHTS PHASE GOREGAON WEST
125,ROMELL AETHER,GOREGAON EAST,109360.0,1367.0,80.0,3.0,3.0,1.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
126,OBEROI WOODS,AAREY MILK COLONY,109560.0,996.0,110.0,3.0,2.0,1.0,1,1,1,1,OBEROI WOODS AAREY MILK COLONY
127,KRISHNA KUNJ,GOREGAON EAST,105600.0,1600.0,66.0,4.0,4.0,0.0,0,0,0,0,KRISHNA KUNJ GOREGAON EAST
128,DB WOODS,GOKULDHAM,105420.0,1255.0,84.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
129,DB WOODS,GOKULDHAM,105420.0,1255.0,84.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
130,DB WOODS,GOREGAON EAST,105600.0,1200.0,88.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
131,ROMELL AETHER,VISHVESHWAR NAGAR,105600.0,1200.0,88.0,3.0,3.0,0.0,0,0,1,0,ROMELL AETHER VISHVESHWAR NAGAR
132,OBEROI WOODS,GOREGAON EAST,105270.0,870.0,121.0,3.0,2.0,0.5,1,1,1,1,OBEROI WOODS GOREGAON EAST
133,DB WOODS,GOREGAON EAST,105000.0,1250.0,84.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
134,OBEROI WOODS,SAI BABA COMPLEX,104880.0,920.0,114.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS SAI BABA COMPLEX
135,ROMELL AETHER,GOREGAON EAST,99600.0,1200.0,83.0,3.0,3.0,1.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
136,OTHER,GOREGAON EAST,99000.0,2200.0,45.0,5.0,3.0,1.0,0,0,0,0,OTHER GOREGAON EAST
137,OTHER,ROYAL PALMS ESTATE,100500.0,1500.0,67.0,3.0,3.0,1.0,0,0,0,0,OTHER ROYAL PALMS ESTATE
138,OBEROI WOODS,GOREGAON EAST,100050.0,870.0,115.0,3.0,2.0,0.5,1,1,1,1,OBEROI WOODS GOREGAON EAST
139,OBEROI WOODS,GOREGAON EAST,100050.0,1150.0,87.0,3.0,2.0,0.0,1,1,1,1,OBEROI WOODS GOREGAON EAST
140,OBEROI WOODS,AAREY MILK COLONY,99946.0,847.0,118.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS AAREY MILK COLONY
141,LODHA FIORENZA,GOREGAON EAST,100310.0,1433.0,70.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
142,OBEROI WOODS,GOKULDHAM,99900.0,900.0,111.0,3.0,3.0,1.0,1,1,1,1,OBEROI WOODS GOKULDHAM
143,OTHER,GOREGAON EAST,100750.0,1550.0,65.0,3.0,3.0,1.0,0,0,0,0,OTHER GOREGAON EAST
144,ASPEN GARDEN,GOREGAON EAST,100320.0,1520.0,66.0,3.0,3.0,0.0,1,1,1,1,ASPEN GARDEN GOREGAON EAST
145,IVY TOWER,GOREGAON EAST,99750.0,950.0,105.0,3.0,3.0,0.0,1,1,1,1,IVY TOWER GOREGAON EAST
146,DB WOODS,GOKULDHAM,98800.0,1300.0,76.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
147,MAHINDRA EMINENTE,GOREGAON WEST,98750.0,1250.0,79.0,3.0,3.0,0.5,1,1,1,1,MAHINDRA EMINENTE GOREGAON WEST
148,LODHA FIORENZA,GOREGAON EAST,96800.0,1100.0,88.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
149,SUNTECK CITY AVENUE,BANGUR NAGAR,97152.0,1012.0,96.0,3.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE BANGUR NAGAR
150,LODHA FIORENZA,GOREGAON EAST,96480.0,1072.0,90.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
151,LODHA FIORENZA,GOREGAON EAST,96480.0,1072.0,90.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
152,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,95532.0,1257.0,76.0,3.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
153,LODHA FIORENZA,AAREY MILK COLONY,95408.0,1072.0,89.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA AAREY MILK COLONY
154,JP DECKS BLUE,GOKULDHAM,94500.0,1350.0,70.0,3.0,3.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
155,LODHA FIORENZA,GOREGAON EAST,95408.0,1072.0,89.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
156,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,94620.0,1245.0,76.0,3.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
157,IMPERIAL HEIGHTS THE EPITOME,GOREGAON WEST,94500.0,1350.0,70.0,3.0,3.0,0.0,0,0,0,0,IMPERIAL HEIGHTS THE EPITOME GOREGAON WEST
158,OBEROI WOODS,GOREGAON EAST,94715.0,997.0,95.0,3.0,3.0,0.5,1,1,1,1,OBEROI WOODS GOREGAON EAST
159,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,94900.0,1300.0,73.0,3.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
160,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,95400.0,1800.0,53.0,4.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
161,OBEROI WOODS,GOREGAON EAST,95200.0,850.0,112.0,2.0,2.0,0.5,1,1,1,1,OBEROI WOODS GOREGAON EAST
162,SUNTECK CITY AVENUE,GOREGAON WEST,94656.0,1088.0,87.0,3.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
163,JP DECKS BLUE,FILM CITY ROAD,94671.0,1413.0,67.0,3.0,3.0,0.0,0,1,1,1,JP DECKS BLUE FILM CITY ROAD
164,OBEROI WOODS,YASHODHAM,95000.0,950.0,100.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS YASHODHAM
165,OBEROI WOODS,GOKULDHAM,95000.0,1000.0,95.0,3.0,2.0,0.0,1,1,1,1,OBEROI WOODS GOKULDHAM
166,OBEROI WOODS,FILM CITY ROAD,94620.0,996.0,95.0,3.0,3.0,0.5,1,1,1,1,OBEROI WOODS FILM CITY ROAD
167,DB WOODS,GOKULDHAM,94600.0,1100.0,86.0,3.0,2.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
168,ROYAL PALMS DIAMOND ISLE PHASE I,AAREY MILK COLONY,93850.0,1877.0,50.0,3.0,3.0,0.0,1,1,1,1,ROYAL PALMS DIAMOND ISLE PHASE I AAREY MILK COLONY
169,LODHA FIORENZA,GOREGAON EAST,94600.0,2200.0,43.0,3.0,5.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
170,JP DECKS BLUE,GOREGAON EAST,93258.0,1413.0,66.0,3.0,3.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
171,IMPERIAL HEIGHTS PHASE,GOREGAON WEST,91800.0,1350.0,68.0,3.0,3.0,0.0,0,0,0,0,IMPERIAL HEIGHTS PHASE GOREGAON WEST
172,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,92115.0,1335.0,69.0,3.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
173,SUNTECK CITY AVENUE,JAWAHAR NAGAR,92400.0,1100.0,84.0,3.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE JAWAHAR NAGAR
174,OBEROI WOODS,GOREGAON EAST,89700.0,975.0,92.0,3.0,2.0,0.5,1,1,1,1,OBEROI WOODS GOREGAON EAST
175,DB WOODS,GOKULDHAM,90000.0,1250.0,72.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
176,LODHA FIORENZA,GOREGAON EAST,90048.0,1072.0,84.0,3.0,4.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
177,RAHEJA RIDGEWOOD,CAMA INDUSTRIAL ESTATE,90132.0,1073.0,84.0,3.0,3.0,0.5,0,0,1,1,RAHEJA RIDGEWOOD CAMA INDUSTRIAL ESTATE
178,IMPERIAL HEIGHTS PHASE,GOREGAON WEST,90440.0,1330.0,68.0,3.0,3.0,0.0,0,0,0,0,IMPERIAL HEIGHTS PHASE GOREGAON WEST
179,DB WOODS,GOKULDHAM,90000.0,1200.0,75.0,3.0,2.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
