,Society,Location,Rent,Carpet Area,Rate,BHK,Bath,Furnished,Power Back Up,Lift,Swimming Pool,Gym,Loc
540,LALANI GRANDEUR,GOKULDHAM,46900.0,700.0,67.0,2.0,2.0,0.0,1,1,1,1,LALANI GRANDEUR GOKULDHAM
541,SKY VILLA,FILM CITY ROAD,46900.0,700.0,67.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA FILM CITY ROAD
542,VASANT GALAXY,GOREGAON WEST,46800.0,650.0,72.0,2.0,2.0,0.0,1,1,1,1,VASANT GALAXY GOREGAON WEST
543,OTHER,GOKULDHAM,46800.0,900.0,52.0,3.0,3.0,0.0,0,0,0,0,OTHER GOKULDHAM
544,OMKAR ANANTA,FILM CITY,46800.0,650.0,72.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA FILM CITY
545,OMKAR ANANTA,FILM CITY ROAD,46800.0,650.0,72.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
546,OTHER,GOREGAON EAST,46200.0,825.0,56.0,2.0,2.0,0.5,0,0,0,0,OTHER GOREGAON EAST
547,SUNTECK CITY,GOREGAON WEST,46150.0,650.0,71.0,2.0,2.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
548,SATELLITE GARDEN,GOREGAON EAST,46150.0,650.0,71.0,2.0,2.0,0.5,1,1,0,0,SATELLITE GARDEN GOREGAON EAST
549,SATELLITE GARDEN,GOREGAON EAST,46150.0,650.0,71.0,2.0,2.0,0.0,1,1,0,0,SATELLITE GARDEN GOREGAON EAST
550,OTHER,GOREGAON WEST,45760.0,520.0,88.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON WEST
551,RIDDHI GARDEN,FILM CITY ROAD,46400.0,800.0,58.0,2.0,2.0,0.0,1,1,1,0,RIDDHI GARDEN FILM CITY ROAD
552,RAHEJA RIDGEWOOD,GOREGAON EAST,44800.0,560.0,80.0,2.0,2.0,0.5,0,0,1,1,RAHEJA RIDGEWOOD GOREGAON EAST
553,SETHIA LINK VIEW,MOTILAL NAGAR 2,44702.0,721.0,62.0,2.0,2.0,0.0,0,0,1,1,SETHIA LINK VIEW MOTILAL NAGAR 2
554,OMKAR ANANTA,FILM CITY ROAD,45000.0,750.0,60.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
555,KABRA AURUM,UNNAT NAGAR,45360.0,720.0,63.0,2.0,2.0,0.0,1,1,1,1,KABRA AURUM UNNAT NAGAR
556,SATELLITE GARDEN,FILM CITY ROAD,45050.0,850.0,53.0,2.0,2.0,0.0,1,1,0,0,SATELLITE GARDEN FILM CITY ROAD
557,YASHODHAM COMPLEX,GOREGAON EAST,45150.0,1050.0,43.0,2.0,2.0,0.5,0,0,0,0,YASHODHAM COMPLEX GOREGAON EAST
558,GURUKRUPA APARTMENTS,GOREGAON WEST,44880.0,660.0,68.0,2.0,2.0,0.5,0,0,0,0,GURUKRUPA APARTMENTS GOREGAON WEST
559,BHATTAD AUGUSTINE,GOREGAON WEST,44800.0,800.0,56.0,2.0,2.0,0.0,1,1,0,1,BHATTAD AUGUSTINE GOREGAON WEST
560,KABRA VIHANG,GOREGAON WEST,45360.0,720.0,63.0,2.0,2.0,0.0,1,1,1,1,KABRA VIHANG GOREGAON WEST
561,SKY VILLA,GOREGAON EAST,45050.0,850.0,53.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA GOREGAON EAST
562,VIJAY SHANTI,GOREGAON WEST,45292.0,676.0,67.0,2.0,2.0,0.0,0,0,0,0,VIJAY SHANTI GOREGAON WEST
563,SUKHNIWAS,GOREGAON WEST,44730.0,710.0,63.0,2.0,2.0,0.0,0,0,0,0,SUKHNIWAS GOREGAON WEST
564,KABRA VIHANG,GOREGAON WEST,44890.0,670.0,67.0,2.0,2.0,0.0,1,1,1,1,KABRA VIHANG GOREGAON WEST
565,ROYAL PALMS,AAREY MILK COLONY,44750.0,895.0,50.0,3.0,3.0,0.0,0,0,0,0,ROYAL PALMS AAREY MILK COLONY
566,SATELLITE GARDEN,FILM CITY ROAD,44800.0,700.0,64.0,2.0,2.0,0.5,1,1,0,0,SATELLITE GARDEN FILM CITY ROAD
567,OTHER,KANYA PADA,44850.0,650.0,69.0,2.0,2.0,1.0,0,0,0,0,OTHER KANYA PADA
568,SKY VILLA,NNP COLONY,44880.0,660.0,68.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA NNP COLONY
569,OTHER,YASHODHAM,45375.0,825.0,55.0,2.0,2.0,0.0,0,0,0,0,OTHER YASHODHAM
570,OTHER,SHRI NAGAR,45100.0,550.0,82.0,2.0,2.0,0.0,0,0,0,0,OTHER SHRI NAGAR
571,VALENTINE APARTMENTS,GOKULDHAM,44800.0,700.0,64.0,2.0,2.0,1.0,0,0,0,0,VALENTINE APARTMENTS GOKULDHAM
572,SHRI GANESH APARTMENTS,GOREGAON WEST,44689.0,667.0,67.0,2.0,2.0,0.0,1,1,0,0,SHRI GANESH APARTMENTS GOREGAON WEST
573,SKY VILLA,FILM CITY ROAD,45000.0,750.0,60.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA FILM CITY ROAD
574,SKY VILLA,FILM CITY ROAD,45050.0,850.0,53.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA FILM CITY ROAD
575,SKY VILLA,GOKULDHAM,44850.0,650.0,69.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA GOKULDHAM
576,SWAPNALOK TOWER,GOREGAON EAST,45150.0,1050.0,43.0,2.0,2.0,0.5,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
577,SATELLITE GARDEN,GOREGAON EAST,45360.0,720.0,63.0,2.0,2.0,1.0,1,1,0,0,SATELLITE GARDEN GOREGAON EAST
578,OTHER,GOREGAON EAST,44850.0,650.0,69.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON EAST
579,SANKALP SOCIETY,GOKULDHAM,44800.0,700.0,64.0,2.0,2.0,0.5,1,1,1,1,SANKALP SOCIETY GOKULDHAM
580,SATELLITE GARDEN,FILM CITY ROAD,44850.0,650.0,69.0,2.0,2.0,1.0,1,1,0,0,SATELLITE GARDEN FILM CITY ROAD
581,SADGURU COMPLEX,FILM CITY ROAD,44890.0,670.0,67.0,2.0,2.0,0.5,1,1,0,1,SADGURU COMPLEX FILM CITY ROAD
582,GOLDEN ISLE,GOREGAON EAST,44650.0,950.0,47.0,3.0,3.0,1.0,0,0,0,0,GOLDEN ISLE GOREGAON EAST
583,OTHER,GOREGAON EAST,44650.0,950.0,47.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON EAST
584,YASHODHAM COMPLEX,FILM CITY ROAD,45150.0,645.0,70.0,2.0,2.0,1.0,0,0,0,0,YASHODHAM COMPLEX FILM CITY ROAD
585,OMKAR ANANTA,GOREGAON EAST,45300.0,755.0,60.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA GOREGAON EAST
586,SWAPNALOK TOWER,GOREGAON EAST,44650.0,950.0,47.0,2.0,2.0,0.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
587,SWAPNALOK TOWER,GOREGAON EAST,44850.0,650.0,69.0,2.0,2.0,1.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
588,SADGURU COMPLEX,FILM CITY ROAD,44880.0,680.0,66.0,2.0,2.0,0.5,0,0,0,0,SADGURU COMPLEX FILM CITY ROAD
589,YASHODHAM COMPLEX,GOREGAON EAST,44850.0,650.0,69.0,2.0,2.0,0.5,0,0,0,0,YASHODHAM COMPLEX GOREGAON EAST
590,RIDDHI GARDEN,FILM CITY ROAD,45000.0,625.0,72.0,2.0,2.0,0.5,1,1,1,0,RIDDHI GARDEN FILM CITY ROAD
591,OTHER,GOREGAON EAST,45000.0,900.0,50.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON EAST
592,SAMADHAN APARTMENTS,GOREGAON WEST,45100.0,550.0,82.0,2.0,2.0,0.0,1,1,0,1,SAMADHAN APARTMENTS GOREGAON WEST
593,SADGURU COMPLEX,FILM CITY ROAD,44850.0,650.0,69.0,2.0,2.0,0.5,1,1,0,1,SADGURU COMPLEX FILM CITY ROAD
594,OTHER,GOREGAON WEST,45100.0,550.0,82.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
595,OTHER,GOREGAON WEST,44800.0,700.0,64.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
596,OTHER,GOREGAON WEST,44800.0,700.0,64.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
597,OTHER,GOREGAON WEST,44800.0,700.0,64.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
598,SAMADHAN,GOREGAON WEST,45090.0,501.0,90.0,2.0,2.0,0.0,1,1,0,1,SAMADHAN GOREGAON WEST
599,ACME AMAY,VISHVESHWAR NAGAR,44100.0,450.0,98.0,2.0,2.0,0.5,1,1,0,1,ACME AMAY VISHVESHWAR NAGAR
600,SWAPNALOK TOWER,FILM CITY ROAD,44100.0,700.0,63.0,2.0,2.0,0.0,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
601,SADGURU COMPLEX,FILM CITY ROAD,44200.0,650.0,68.0,2.0,2.0,1.0,0,0,0,0,SADGURU COMPLEX FILM CITY ROAD
602,OMKAR ANANTA,SANTOSH NAGAR,43740.0,540.0,81.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA SANTOSH NAGAR
603,OTHER,FILM CITY ROAD,42700.0,700.0,61.0,2.0,2.0,0.5,0,0,0,0,OTHER FILM CITY ROAD
604,SWAPNALOK TOWER,GOREGAON EAST,42750.0,750.0,57.0,2.0,2.0,0.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
605,SWAPNALOK TOWER,GOREGAON EAST,42750.0,750.0,57.0,2.0,2.0,0.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
606,OTHER,YASHODHAM,42600.0,710.0,60.0,2.0,2.0,0.0,0,0,0,0,OTHER YASHODHAM
607,ROYAL PALMS,GOREGAON EAST,41850.0,1350.0,31.0,3.0,3.0,0.5,0,0,0,0,ROYAL PALMS GOREGAON EAST
608,ACME ENCLAVE II,MAHESH NAGAR,42210.0,630.0,67.0,2.0,2.0,1.0,0,1,0,0,ACME ENCLAVE II MAHESH NAGAR
609,OTHER,PANDURANG WADI,41800.0,550.0,76.0,2.0,2.0,0.0,0,0,0,0,OTHER PANDURANG WADI
610,OMKAR ANANTA,FILM CITY ROAD,42168.0,753.0,56.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
611,SWAPNALOK TOWER,GOREGAON EAST,42250.0,650.0,65.0,2.0,2.0,1.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
612,OTHER,KANYA PADA,42250.0,650.0,65.0,2.0,2.0,1.0,0,0,0,0,OTHER KANYA PADA
613,SETHIA LINK VIEW,MOTILAL NAGAR 2,41818.0,721.0,58.0,2.0,2.0,0.0,0,0,1,1,SETHIA LINK VIEW MOTILAL NAGAR 2
614,HEENA GAURAV JEWELS,FILM CITY ROAD,41800.0,760.0,55.0,2.0,2.0,0.0,0,0,0,0,HEENA GAURAV JEWELS FILM CITY ROAD
615,HEENA GAURAV JEWELS,GOKULDHAM,42120.0,780.0,54.0,2.0,2.0,0.0,0,0,0,0,HEENA GAURAV JEWELS GOKULDHAM
616,SWAPNALOK TOWER,GOREGAON EAST,41910.0,762.0,55.0,2.0,2.0,0.5,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
617,SAHAJANAND ARISTA,GOREGAON WEST,42000.0,700.0,60.0,2.0,2.0,0.0,1,1,1,1,SAHAJANAND ARISTA GOREGAON WEST
618,SAMADHAN,GOREGAON WEST,41800.0,550.0,76.0,2.0,2.0,0.0,1,1,0,1,SAMADHAN GOREGAON WEST
619,OTHER,GOKULDHAM,42000.0,1000.0,42.0,3.0,3.0,0.5,0,0,0,0,OTHER GOKULDHAM
620,SAMADHAN,GOREGAON WEST,41820.0,510.0,82.0,2.0,2.0,0.0,1,1,0,1,SAMADHAN GOREGAON WEST
621,SAMADHAN CHS APARTMENT,GOREGAON WEST,42084.0,501.0,84.0,2.0,2.0,0.0,1,1,0,1,SAMADHAN CHS APARTMENT GOREGAON WEST
622,CHANDAK PALOMA,GOREGAON EAST,42000.0,400.0,105.0,1.0,2.0,0.5,0,0,0,1,CHANDAK PALOMA GOREGAON EAST
623,NEW LATA CHSL,GOREGAON WEST,41180.0,710.0,58.0,2.0,2.0,0.0,0,0,0,0,NEW LATA CHSL GOREGAON WEST
624,SWAPNALOK TOWER,GOREGAON EAST,41250.0,750.0,55.0,2.0,2.0,0.5,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
625,OTHER,JAYPRAKASH NAGAR,40200.0,600.0,67.0,2.0,1.0,0.5,0,0,0,0,OTHER JAYPRAKASH NAGAR
626,SWAPNALOK TOWER,FILM CITY ROAD,40300.0,650.0,62.0,2.0,2.0,0.0,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
627,SAMADHAN,GOREGAON WEST,40150.0,550.0,73.0,2.0,2.0,0.0,1,1,0,1,SAMADHAN GOREGAON WEST
628,SKY VILLA,FILM CITY ROAD,40077.0,657.0,61.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA FILM CITY ROAD
629,RIDDHI GARDEN,FILM CITY ROAD,40000.0,500.0,80.0,2.0,2.0,0.0,1,1,1,0,RIDDHI GARDEN FILM CITY ROAD
630,OTHER,GOREGAON EAST,39900.0,950.0,42.0,3.0,3.0,1.0,0,0,0,0,OTHER GOREGAON EAST
631,ACME AMAY,GOREGAON EAST,40200.0,600.0,67.0,1.0,1.0,0.5,1,1,0,1,ACME AMAY GOREGAON EAST
632,OTHER,GOREGAON WEST,40300.0,650.0,62.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
